date,Close,High,Low,Open,Volume,Ticker
2025-04-17,18.93000030517578,19.100000381469727,18.559999465942383,18.90999984741211,85433400,INTC
2025-04-21,18.84000015258789,18.989999771118164,18.25,18.93000030517578,72409900,INTC
2025-04-22,19.510000228881836,19.739999771118164,19.040000915527344,19.059999465942383,83365600,INTC
2025-04-23,20.59000015258789,21.030000686645508,20.309999465942383,20.719999313354492,97188100,INTC
2025-04-24,21.489999771118164,21.549999237060547,20.8799991607666,21.040000915527344,117086200,INTC
2025-04-25,20.049999237060547,20.18000030517578,19.34000015258789,19.729999542236328,147711200,INTC
2025-04-28,20.510000228881836,21.079999923706055,20.049999237060547,20.1200008392334,96624400,INTC
2025-04-29,20.34000015258789,20.850000381469727,20.219999313354492,20.309999465942383,70031900,INTC
2025-04-30,20.100000381469727,20.18000030517578,19.549999237060547,19.709999084472656,68297300,INTC
2025-05-01,19.979999542236328,20.649999618530273,19.940000534057617,20.219999313354492,72607500,INTC
2025-05-02,20.6200008392334,20.780000686645508,20.209999084472656,20.260000228881836,63298500,INTC
2025-05-05,20.270000457763672,20.579999923706055,20.239999771118164,20.389999389648438,44237000,INTC
2025-05-06,19.940000534057617,20.1200008392334,19.770000457763672,19.920000076293945,51330800,INTC
2025-05-07,20.309999465942383,20.3700008392334,19.81999969482422,19.969999313354492,61002600,INTC
2025-05-08,21.0,21.239999771118164,20.639999389648438,21.010000228881836,71651700,INTC
2025-05-09,21.420000076293945,21.450000762939453,20.829999923706055,21.200000762939453,51768600,INTC
2025-05-12,22.18000030517578,22.670000076293945,21.8799991607666,22.18000030517578,94578700,INTC
2025-05-13,22.559999465942383,22.8799991607666,22.299999237060547,22.360000610351562,76850400,INTC
2025-05-14,21.520000457763672,22.459999084472656,21.459999084472656,22.350000381469727,91584800,INTC
2025-05-15,21.549999237060547,21.6299991607666,21.190000534057617,21.229999542236328,66705500,INTC
2025-05-16,21.65999984741211,21.760000228881836,21.350000381469727,21.530000686645508,55795100,INTC
2025-05-19,21.3799991607666,21.559999465942383,21.049999237060547,21.18000030517578,64279100,INTC
2025-05-20,21.270000457763672,21.40999984741211,21.1200008392334,21.329999923706055,48497400,INTC
2025-05-21,20.690000534057617,21.6299991607666,20.59000015258789,21.190000534057617,62904700,INTC
2025-05-22,20.549999237060547,20.899999618530273,20.510000228881836,20.729999542236328,56077500,INTC
2025-05-23,20.049999237060547,20.270000457763672,19.940000534057617,20.15999984741211,68206100,INTC
2025-05-27,20.549999237060547,20.670000076293945,20.18000030517578,20.440000534057617,69504600,INTC
2025-05-28,20.3700008392334,20.639999389648438,20.329999923706055,20.56999969482422,46096500,INTC
2025-05-29,20.25,20.600000381469727,20.100000381469727,20.540000915527344,66372200,INTC
2025-05-30,19.549999237060547,20.260000228881836,19.309999465942383,20.260000228881836,114281900,INTC
2025-06-02,19.739999771118164,19.81999969482422,19.3700008392334,19.479999542236328,67885500,INTC
2025-06-03,20.290000915527344,20.40999984741211,19.399999618530273,19.75,80401900,INTC
2025-06-04,20.25,20.5,20.010000228881836,20.34000015258789,71166500,INTC
2025-06-05,19.989999771118164,20.549999237060547,19.850000381469727,20.270000457763672,72458400,INTC
2025-06-06,20.059999465942383,20.440000534057617,20.030000686645508,20.170000076293945,70072800,INTC
2025-06-09,20.479999542236328,20.959999084472656,20.219999313354492,20.219999313354492,92893900,INTC
2025-06-10,22.079999923706055,22.440000534057617,20.280000686645508,20.5,171457000,INTC
2025-06-11,20.68000030517578,21.829999923706055,20.3799991607666,21.780000686645508,146784500,INTC
2025-06-12,20.770000457763672,20.979999542236328,20.40999984741211,20.5,78175900,INTC
2025-06-13,20.139999389648438,20.600000381469727,20.100000381469727,20.329999923706055,87655900,INTC
2025-06-16,20.739999771118164,20.93000030517578,20.299999237060547,20.40999984741211,86745100,INTC
2025-06-17,20.799999237060547,21.479999542236328,20.6200008392334,20.6299991607666,87512200,INTC
2025-06-18,21.489999771118164,21.600000381469727,20.65999984741211,20.809999465942383,94200600,INTC
2025-06-20,21.079999923706055,21.889999389648438,20.8799991607666,21.700000762939453,133472800,INTC
2025-06-23,21.190000534057617,21.579999923706055,20.729999542236328,21.06999969482422,81461000,INTC
2025-06-24,22.549999237060547,22.690000534057617,21.329999923706055,21.34000015258789,130187600,INTC
2024-12-26,170.6460418701172,171.51081256781117,169.47315575555362,169.47315575555362,4100100,ORCL
2024-12-27,167.94244384765625,170.11924181657812,166.1930337536133,169.35389006732723,4344300,ORCL
2024-12-30,165.90480041503906,166.89877798843182,163.5590127351564,165.50720028554548,5254800,ORCL
2024-12-31,165.63641357421875,166.29244237845577,164.84122852364905,166.19303855954956,4307500,ORCL
2025-01-02,165.0300750732422,167.6740587345114,163.90687569954605,167.50508438776907,5360800,ORCL
2025-01-03,165.31834411621094,166.19303399762376,164.27466471391756,165.69604525052148,5876000,ORCL
2025-01-06,164.692138671875,167.03792623937278,164.19514990898898,166.30237741021983,6845400,ORCL
2025-01-07,161.05416870117188,165.15930051715839,160.34845318895802,164.58279176291896,7712200,ORCL
2025-01-08,162.15748596191406,162.99242340753844,160.45777779263543,161.2032609048485,7596200,ORCL
2025-01-10,153.94699096679688,158.6301649974442,153.36906516326223,158.6301649974442,13593900,ORCL
2025-01-13,153.3690643310547,153.5982368229494,151.87443335890464,153.18971591239946,8828500,ORCL
2025-01-14,155.75050354003906,156.68714134865402,153.79752765346367,155.86011041560405,7410200,ORCL
2025-01-15,157.74334716796875,158.5803368463917,156.697102467854,158.10205920217462,10701200,ORCL
2025-01-16,158.96893310546875,160.9219241377813,157.84298818563232,159.57675026920245,9210600,ORCL
2025-01-17,160.45361328125,162.57599409442003,159.96536169768268,161.1909700230139,11618300,ORCL
2025-01-21,171.9523162841797,172.74944062886144,162.16745835023644,163.28344459612876,30232000,ORCL
2025-01-22,183.56060791015625,191.30280038798995,179.92367872729108,190.82450754318432,48028500,ORCL
2025-01-23,185.80255126953125,185.90219941161354,180.8503396506427,180.98983792705485,17314600,ORCL
2025-01-24,182.9428253173828,188.42313852978165,181.21900675993388,187.96477837127284,12147200,ORCL
2025-01-27,157.7134552001953,171.90249036393845,152.11357615688183,168.29543736508225,42201600,ORCL
2025-01-28,163.41297912597656,165.23643065657802,156.18892974388308,162.40659978900746,20319300,ORCL
2025-01-29,161.44007873535156,163.4428787778422,159.43726348868836,163.4428787778422,9866600,ORCL
2025-01-30,169.77015686035156,170.87618440075505,163.5126363339415,164.19019508451598,14981700,ORCL
2025-01-31,169.4512939453125,172.3807731000268,168.52463003532097,169.8000472557966,8722500,ORCL
2025-02-03,167.99652099609375,169.29185562628382,162.61584057739907,162.61584057739907,8250600,ORCL
2025-02-04,167.2890625,169.79007286068395,165.7545813871879,169.79007286068395,6777000,ORCL
2025-02-05,171.04556274414062,171.27473522349757,167.9168026884444,168.385121583764,7866700,ORCL
2025-02-06,171.73309326171875,175.02126901653747,170.95588642467018,172.38076055786874,7036900,ORCL
2025-02-07,173.83554077148438,176.7550457677572,172.56010844348555,174.37360119390442,9991300,ORCL
2025-02-10,178.27957153320312,179.34574887084753,174.29388914201814,175.3700252121387,7625900,ORCL
2025-02-11,176.55577087402344,178.47885535937107,175.81841414680179,176.98422443966885,6528800,ORCL
2025-02-12,171.6035614013672,174.2640026479038,170.09897172982562,174.2640026479038,7454800,ORCL
2025-02-13,173.23768615722656,173.75582912649352,171.48399137439372,172.38076383289615,6421700,ORCL
2025-02-14,173.53662109375,174.40350217913223,172.19144715751972,173.62629530171944,7260900,ORCL
2025-02-18,179.15643310546875,181.58770188606573,175.45970586201898,176.11734712972253,11430500,ORCL
2025-02-19,180.87026977539062,181.02968551463908,175.0710946429014,177.9407908077762,8688500,ORCL
2025-02-20,175.37002563476562,179.6247458547772,173.80563799445306,179.16638568885074,8737000,ORCL
2025-02-21,167.20933532714844,176.24687729818294,166.95027144949378,175.48958792567146,9713900,ORCL
2025-02-24,169.35165405273438,173.54657631856873,164.07062176370417,172.94873307335163,10639100,ORCL
2025-02-25,167.9367218017578,169.9893610161996,163.8514064504533,168.6840372542836,8316100,ORCL
2025-02-26,171.8526611328125,173.24764388330635,168.5246199965117,170.36798897365202,6915100,ORCL
2025-02-27,164.17025756835938,174.234112015668,163.990909152915,172.38076903521497,7436800,ORCL
2025-02-28,165.46560668945312,165.55528089677478,160.2343984039471,162.52616888414607,12843300,ORCL
2025-03-03,161.44007873535156,166.52181495193415,160.5532649608152,166.35242526513198,8081800,ORCL
2025-03-04,156.90635681152344,159.1881533496866,152.9704983892157,158.65009290278897,13171900,ORCL
2025-03-05,160.98171997070312,161.90839909397576,156.4878682515883,157.49424764827307,7141000,ORCL
2025-03-06,150.3997344970703,156.59747212151717,149.19405882752113,156.59747212151717,12321200,ORCL
2025-03-07,154.60462951660156,155.9198968498315,147.968464432448,150.0808713152394,12646500,ORCL
2025-03-10,148.25741577148438,151.9740755912667,146.2745484895996,149.99119310521004,21486100,ORCL
2025-03-11,143.66392517089844,145.25820432754497,137.20712347440835,142.9066509337864,27200200,ORCL
2025-03-12,150.34991455078125,151.68511460191226,144.49095613561087,145.7065905714683,15373900,ORCL
2025-03-13,147.1314697265625,149.63247996384678,144.9592649082363,149.25383526978723,14187700,ORCL
2025-03-14,148.7357177734375,150.3399556614409,147.35069364932323,148.38696445702132,9330000,ORCL
2025-03-17,153.458740234375,155.19251765470986,149.86166104685975,149.86166104685975,9885000,ORCL
2025-03-18,148.91505432128906,151.87442469363154,148.09799734263433,151.82460062323477,9402500,ORCL
2025-03-19,151.90432739257812,153.51853920929116,149.46309980329224,149.5228826105459,6909500,ORCL
2025-03-20,152.17335510253906,153.9370238200174,150.2801620460216,151.03743622779425,7051600,ORCL
2025-03-21,151.6851043701172,153.289342151574,149.57269755385298,151.1071785949904,17620200,ORCL
2025-03-24,154.31565856933594,156.03947721145187,153.47866888660664,155.78039811619834,7848300,ORCL
2025-03-25,153.37901306152344,155.0430488150033,152.50217328721524,153.9569388242331,8521200,ORCL
2025-03-26,147.27096557617188,152.48224098111356,146.03539857666323,152.3427427073119,13210000,ORCL
2025-03-27,145.25819396972656,146.51367845324515,144.40127164486321,145.32795070978568,9148300,ORCL
2025-03-28,140.3657684326172,145.1286577988362,138.61207360794072,143.26535609735672,13144500,ORCL
2025-03-31,139.3095703125,140.08677721247568,136.27048425276294,138.14375996253648,15509900,ORCL
2025-04-01,141.43194580078125,142.73725438553114,138.26332031034656,139.25974093432933,9518500,ORCL
2025-04-02,145.33790588378906,147.36063843757404,139.35938242531014,139.35938242531014,11594400,ORCL
2025-04-03,136.73880004882812,140.89387228944443,136.15091552075057,138.7515739970123,14433800,ORCL
2025-04-04,127.81087493896484,133.3410123236362,126.49559244567142,132.4342659263662,14986900,ORCL
2025-04-07,126.70484924316406,133.6299694870059,118.43455508537816,118.43455508537816,19482700,ORCL
2025-04-08,124.05436706542969,132.51398359423683,121.26438629139686,132.06558215234944,11950300,ORCL
2025-04-09,139.19000244140625,140.08677494093754,122.95830920943114,122.95830920943114,17762000,ORCL
2025-04-10,133.35000610351562,136.64999389648438,129.25999450683594,136.64999389648438,12401600,ORCL
2025-04-11,132.35000610351562,133.0,128.83999633789062,132.11000061035156,10190200,ORCL
2025-04-14,134.63999938964844,136.8000030517578,132.8699951171875,136.8000030517578,8217700,ORCL
2025-04-15,133.94000244140625,136.47999572753906,133.72000122070312,134.75999450683594,8630000,ORCL
2025-04-16,129.75999450683594,132.5399932861328,127.8499984741211,132.27999877929688,8295200,ORCL
2025-04-17,128.6199951171875,131.3000030517578,128.44000244140625,130.89999389648438,8919500,ORCL
2025-04-21,122.81999969482422,127.19999694824219,121.23999786376953,126.88999938964844,12201200,ORCL
2025-04-22,127.23999786376953,127.98999786376953,123.38999938964844,124.5,11233700,ORCL
2025-04-23,131.39999389648438,135.8699951171875,130.99000549316406,134.91000366210938,9528900,ORCL
2025-04-24,137.50999450683594,137.86000061035156,132.0,132.50999450683594,7305900,ORCL
2025-04-25,138.49000549316406,139.0,136.75999450683594,137.49000549316406,5476400,ORCL
2025-04-28,140.13999938964844,140.6699981689453,138.0800018310547,139.64999389648438,6985100,ORCL
2025-04-29,140.7899932861328,141.16000366210938,139.5500030517578,139.80999755859375,4851500,ORCL
2025-04-30,140.72000122070312,141.3000030517578,135.57000732421875,138.47999572753906,9443500,ORCL
2025-05-01,145.49000549316406,148.63999938964844,145.33999633789062,146.55999755859375,11525800,ORCL
2025-05-02,150.72999572753906,153.05999755859375,148.3300018310547,148.3300018310547,11346000,ORCL
2025-05-05,149.2899932861328,150.82000732421875,148.52000427246094,149.44000244140625,5187400,ORCL
2025-05-06,147.6999969482422,148.94000244140625,145.72000122070312,146.97999572753906,5108600,ORCL
2025-05-07,149.3699951171875,149.89999389648438,147.24000549316406,147.5,6049600,ORCL
2025-05-08,150.3000030517578,151.80999755859375,148.61000061035156,149.0500030517578,6113600,ORCL
2025-05-09,150.33999633789062,151.8000030517578,149.7899932861328,150.0399932861328,4707100,ORCL
2025-05-12,157.22000122070312,157.42999267578125,154.4199981689453,156.30999755859375,7875500,ORCL
2025-05-13,162.27000427246094,163.22000122070312,157.57000732421875,158.22000122070312,11955200,ORCL
2025-05-14,162.9499969482422,163.41000366210938,161.05999755859375,162.36000061035156,7499400,ORCL
2025-05-15,159.39999389648438,161.74000549316406,158.91000366210938,161.36000061035156,10169200,ORCL
2025-05-16,160.49000549316406,160.83999633789062,158.52000427246094,160.0,8515500,ORCL
2025-05-19,159.63999938964844,161.97000122070312,157.8300018310547,158.3000030517578,10268900,ORCL
2025-05-20,160.30999755859375,160.36000061035156,157.52999877929688,158.6300048828125,7576400,ORCL
2025-05-21,157.17999267578125,160.89999389648438,156.4600067138672,158.35000610351562,6011000,ORCL
2025-05-22,157.30999755859375,159.19000244140625,156.82000732421875,156.97999572753906,7603300,ORCL
2025-05-23,155.97000122070312,157.3800048828125,154.25999450683594,154.99000549316406,6527500,ORCL
2025-05-27,161.91000366210938,162.39999389648438,158.9199981689453,159.32000732421875,6976800,ORCL
2025-05-28,163.85000610351562,164.32000732421875,161.27999877929688,161.8699951171875,8090700,ORCL
2025-05-29,162.89999389648438,165.32000732421875,161.49000549316406,165.0,6994700,ORCL
2025-05-30,165.52999877929688,165.75,161.5500030517578,163.42999267578125,17547900,ORCL
2025-06-02,166.57000732421875,167.0,162.60000610351562,164.1699981689453,7166000,ORCL
2025-06-03,169.13999938964844,169.3300018310547,166.58999633789062,166.8000030517578,7155300,ORCL
2025-06-04,168.10000610351562,170.47999572753906,167.57000732421875,169.7100067138672,6375800,ORCL
2025-06-05,171.13999938964844,172.25999450683594,168.75999450683594,169.0,7707800,ORCL
2025-06-06,174.02000427246094,174.7899932861328,172.66000366210938,174.0,6833700,ORCL
2025-06-09,177.14999389648438,178.72000122070312,173.7899932861328,174.86000061035156,9668900,ORCL
2025-06-10,177.47999572753906,177.85000610351562,174.27999877929688,177.7100067138672,11056700,ORCL
2025-06-11,176.3800048828125,179.5500030517578,176.1999969482422,177.5500030517578,18002900,ORCL
2025-06-12,199.86000061035156,202.49000549316406,188.8800048828125,189.9600067138672,54610000,ORCL
2025-06-13,215.22000122070312,216.60000610351562,201.1999969482422,201.5800018310547,53707400,ORCL
2025-06-16,211.10000610351562,215.1699981689453,209.97999572753906,213.1999969482422,22665300,ORCL
2025-06-17,208.17999267578125,215.8800048828125,207.47999572753906,210.66000366210938,17819200,ORCL
2025-06-18,210.8699951171875,214.72000122070312,209.57000732421875,211.08999633789062,15055400,ORCL
2025-06-20,205.1699981689453,213.8000030517578,204.63999938964844,213.35000610351562,20879100,ORCL
2025-06-23,207.0399932861328,207.27000427246094,202.5399932861328,205.50999450683594,13418400,ORCL
2025-06-24,215.27000427246094,216.3699951171875,208.5500030517578,209.99000549316406,19018400,ORCL
2024-12-26,340.64373779296875,343.7937888729615,339.9559085471322,343.7937888729615,3483300,CRM
2024-12-27,337.3840637207031,341.19200950844,334.21405601201565,339.27807358544,3220400,CRM
2024-12-30,334.68255615234375,337.04508682179176,330.56555897802315,332.4197166109383,3411100,CRM
2024-12-31,333.2770080566406,336.08813371530266,331.36307216839674,335.2109004242482,3026000,CRM
2025-01-02,329.61859130859375,337.8525862066363,326.7775612878548,335.25079057199304,4807100,CRM
2025-01-03,331.8515319824219,332.3898397811647,328.2329597278379,331.0540637351065,4101200,CRM
2025-01-06,329.4889831542969,335.5398727812061,326.24921914132904,332.96798154412375,5785300,CRM
2025-01-07,323.9066162109375,330.45593110595297,321.89298921143,329.45908063504515,4643100,CRM
2025-01-08,325.87042236328125,327.76443222897456,322.09235045029976,326.70777313269946,3788200,CRM
2025-01-10,316.8489074707031,321.7533944297181,315.0246541926306,321.7533944297181,6540000,CRM
2025-01-13,318.0650939941406,319.54041325354103,312.8116724280868,313.60917107509243,4583000,CRM
2025-01-14,322.52099609375,328.90083275064825,320.48741270198656,323.97638920107505,5935200,CRM
2025-01-15,320.1485290527344,330.48586447805246,319.7697209730294,328.8410671406442,6042700,CRM
2025-01-16,318.9921569824219,326.6878439864813,318.54356209308025,321.9228998584149,5047700,CRM
2025-01-17,323.53778076171875,328.5320112687368,322.05248332083715,327.68468229894995,6303600,CRM
2025-01-21,325.81060791015625,328.4821599009608,321.43445011301634,328.36254271054605,6397200,CRM
2025-01-22,331.5723876953125,334.1741831566729,326.2492100089716,330.20670746320036,7259300,CRM
2025-01-23,333.6059875488281,334.40345576964904,328.56192651955234,331.2833088786642,4355900,CRM
2025-01-24,332.8284606933594,337.58342678215485,330.74504673079207,335.24082194624197,3299100,CRM
2025-01-27,346.0068054199219,352.03773861572927,329.4590814763052,331.3132087546264,15661100,CRM
2025-01-28,358.81634521484375,365.93384187783425,349.35621340001194,353.6526365682657,12099300,CRM
2025-01-29,352.88507080078125,359.0455994814066,350.392944594561,357.63008883229253,6266700,CRM
2025-01-30,342.4879150390625,346.9039552137652,338.92915164563266,339.82631096275526,7591100,CRM
2025-01-31,340.6238098144531,348.3992311303221,339.02884301540115,346.9039554602349,5781500,CRM
2025-02-03,338.17156982421875,340.38457925538336,330.21672192901815,334.911879487306,4549400,CRM
2025-02-04,343.0561218261719,345.8373126243955,337.60334875334036,344.5314409938848,4965600,CRM
2025-02-05,346.8341979980469,346.94386737563343,337.80273461964447,344.63116684223957,4521000,CRM
2025-02-06,329.7680969238281,336.41710285095627,328.06349116203506,336.41710285095627,13240600,CRM
2025-02-07,324.80377197265625,332.7686278340691,322.7004321045114,330.9543526958506,7626100,CRM
2025-02-10,326.16949462890625,330.70515221947284,325.62120860294425,326.88722820325694,5981900,CRM
2025-02-11,323.3782653808594,325.4118487255911,320.24817092751374,322.99945735942833,5455900,CRM
2025-02-12,325.0928649902344,325.97009825664634,315.9716894260609,318.5435502103491,5643400,CRM
2025-02-13,328.8111267089844,329.30955193351775,322.2020033642375,325.17262865418274,4312100,CRM
2025-02-14,325.51153564453125,327.4653538955799,321.6038687209743,326.99683299430467,5879700,CRM
2025-02-18,327.9239196777344,328.1233019388506,321.9826994383062,327.5550898739851,5262100,CRM
2025-02-19,323.5079040527344,328.70148684047297,321.85312850819656,328.70148684047297,5012000,CRM
2025-02-20,317.4270935058594,323.42815291171394,317.20778518170084,321.22509143038343,6393100,CRM
2025-02-21,308.82427978515625,317.96541246438926,305.8935368144992,317.96541246438926,7353200,CRM
2025-02-24,307.3489685058594,311.7450830766244,302.56406761876104,310.528924190235,6652900,CRM
2025-02-25,304.9166259765625,307.4486346829372,299.67318278074913,305.2854557822369,7360100,CRM
2025-02-26,306.3620300292969,312.7119928382354,305.4848272027398,311.6752598704449,12638500,CRM
2025-02-27,293.97119140625,303.9596523776986,291.748234374107,295.4066584869197,16691400,CRM
2025-02-28,296.91192626953125,301.0289236847747,291.2298662746716,295.02786423009593,10863100,CRM
2025-03-03,292.1369934082031,302.11547624884315,290.1432924879689,300.05198849524993,6298200,CRM
2025-03-04,286.43499755859375,290.7314204579719,281.3510543052101,289.08662334049916,9096300,CRM
2025-03-05,291.0504455566406,291.75820090300476,284.720438713511,286.31540561892797,6612600,CRM
2025-03-06,285.1490783691406,297.1411888780952,283.93291952090283,287.3222356176551,10396800,CRM
2025-03-07,281.9990539550781,287.4019666560309,274.30336683980175,282.2881186980678,8248100,CRM
2025-03-10,272.04046630859375,277.4733131218872,269.8673397518603,276.09765471138957,10040200,CRM
2025-03-11,276.1773986816406,279.56671447122136,271.14331619296587,272.85790014457393,8313400,CRM
2025-03-12,283.6836853027344,285.0294394832704,278.2109861128775,280.96230306673226,7463900,CRM
2025-03-13,270.8841247558594,281.6700536555588,268.9004021449678,281.1616502039391,9494500,CRM
2025-03-14,278.52001953125,279.0084969556814,271.821183052629,274.13388347986466,6976900,CRM
2025-03-17,279.86578369140625,281.8395586741536,275.2104783742121,276.4964240639473,4484300,CRM
